Lot of 2 NYX Mega Shine Lip Gloss  La La  10ml,NYX,0751766070416,Our signature mega shine lip gloss delivers shine  moisture and softness and envelops lips with glistening colour A blend of mineral and lanolin oils helps protect the pout Available in 64 almost sinful lip gloss shades
NYX Round Case Lipstick Lip Cream 540 Alecto,NYX,0800897116538,NYX Cosmetics Round Lipstick Lip Cream 540 Alecto. A velvet-textured lipstick formulated with mineral oils to provide moisturising benefits and rich colours. NYX s top selling lipstick  the Round Lipstick offers long-lasting  non-smudging colour.
NYX Glam Lipstick Aqua Luxe  Razzle Dazzle Glsa03,NYX,0800897815547,Decadent formula with rich pigment for stunning lips. Infused with a luminous shimmer for a brilliant sparkle.
NYX Round Case Lipstick Lip Cream - 595 Strawberry Milk (Pack of 3),NYX,0725410792290,NYX Round Case Lipstick Lip Cream - 595 Strawberry Milk (Pack of 3)
NYX Round Case Lipstick Lip Cream - 513 Electra (Pack of 3),NYX,0725410792320,NYX Round Case Lipstick Lip Cream - 513 Electra (Pack of 3)
NYX Round Case Lipstick Lip Cream - 512A Paparazzi (Pack of 3),NYX,0725410792405,NYX Round Case Lipstick Lip Cream - 512A Paparazzi (Pack of 3)
NYX Cosmetics Extra Creamy Round Lipstick - Snow White (Pack of 3),NYX,0725410792443,NYX Cosmetics Extra Creamy Round Lipstick - Snow White (Pack of 3)
NYX Liquid Suede Cream Lipstick ~ Oh  Put It On 20,NYX,0800897017118,Luxe lip colour at its finest. Each vivid shade glides on like silk and sets to a velvety-matte finish.
NYX Glam Lipstick Aqua Luxe  Essential Glsa12,NYX,0800897815639,Decadent formula with rich pigment for stunning lips. Infused with a luminous shimmer for a brilliant sparkle.
NYX Liquid Suede Cream Lipstick ~ Downtown Beauty 22,NYX,0800897017132,Luxe lip colour at its finest. Each vivid shade glides on like silk and sets to a velvety-matte finish.
NYX Lip Lingerie ~ Delicate Lust 21,NYX,0800897077952,Slip into something seductive with Lip Lingerie  a luxurious liquid lipstick with a plush  matte finish. Each sultry shade will coat the curves of your lips with irresistibly creamy colour.
(6 Pack) NYX Glam Lipgloss Aqua Luxe - Beat Goes On,NYX,0701851831408,A collection wouldnt be full without the pop and glam of lip gloss! Available in 11 shades of rich glitter with a hint of colour  select the shade thatll rock your outfit. Theres no need to limit yourself to one favourite lip colour here  and the thing is  you wont need to! ARTIST TIPSSUGGESTED USE Layer over your favourite lipstick for a more vibrant fun look! When it is used Perfect for day or night used and can be layered with your favourite lipstick shades for more intense shine How it is used Can be worn alone or layered over any lip product What it does This intense  sparkling lip gloss instantly creates the look of fuller  more voluptuous lips with luminous shine.
