,NARS Lip Gloss - Chelsea Girls,NARS,607845016953,What it is: A moisturising  holiday lip gloss that supports antiaging and imparts long-wearing shine and eye-catching colour for subtle  everyday glamour. What it does: NARS limited-edition lip gloss shades are created for the Laced with Edge Holiday 2014 Collection.These innovative lip glosses amp up lips with luxe  shimmery shades  and they come packaged in the exclusive Laced with Edge packaging thats perfect for gifting. What else you need to know: Francois Nars projects a bold new design for the future feminine: cutting-edge colour that decodes the thrill of seduction. Size: 5ml,http://rcdn-3.fishpond.co.nz/0068/896/192/196348420/6.jpeg,lipstick
,NARS Lip Gloss - Baby Doll,NARS,607845016960,What it is: A moisturising  holiday lip gloss that supports antiaging and imparts long-wearing shine and eye-catching colour for subtle  everyday glamour. What it does: NARS limited-edition lip gloss shades are created for the Laced with Edge Holiday 2014 Collection.These innovative lip glosses amp up lips with luxe  shimmery shades  and they come packaged in the exclusive Laced with Edge packaging thats perfect for gifting. What else you need to know: Francois Nars projects a bold new design for the future feminine: cutting-edge colour that decodes the thrill of seduction. Size: 5ml,http://rcdn-1.fishpond.co.nz/0068/896/196/196343608/6.jpeg,lipstick
,Pure Sheer SPF 15 Lip Treatment - Angelique  1.7g/0ml,NARS,607845034117,no,http://rcdn-1.fishpond.co.nz/0023/044/639/97882192/6.jpeg,lipstick
,NARS Lip Gloss Christopher Kane - Mezmer,NARS,607845056027,NARS and Christopher Kane partnered to launch a limited-edition collection (neons and neutrals). Gloss features sheer  high-shine colour and smooth  comfortable wear for a pout that pops.,http://rcdn-2.fishpond.co.nz/0107/676/114/244486427/6.jpeg,lipstick
,NARS Lip Gloss Christopher Kane - Nebulous,NARS,607845056034,NARS and Christopher Kane partnered to launch a limited-edition collection (neons and neutrals). Gloss features sheer  high-shine colour and smooth  comfortable wear for a pout that pops.,http://rcdn-2.fishpond.co.nz/0107/676/115/244489377/6.jpeg,lipstick
,Lipliner Pencil - Miss Sadie  1.2g/0ml,NARS,607845090243,Helps define  correct & shape your lips Formulated with rich  intense pigments Gives velvety finish Prevents lip colour from bleeding & feathering Creamy texture & long wearing,http://rcdn-3.fishpond.co.nz/0022/818/058/22857676/6.jpeg,lipstick
,Lipliner Pencil - Miss Sadie 1.2g0ml,NARS,676082361676,Helps define correct & shape your lips Formulated with rich intense pigments Gives velvety finish Prevents lip colour from bleeding & feathering Creamy texture & long wearing,http://rcdn-2.fishpond.co.nz/0129/449/479/272838026/6.jpeg,lipstick
,NARS LARGER THAN LIFE LIP GLOSS IN BIMINI 1344 FULL SIZE 0.19 oz. / 6 ml IN RETAIL BOX,NARS,712478332681,This is a lip gloss that imparts intense colour and brilliant shine. Outrageously lustrous colour meets serious shine in this NARS gloss. Its stay-in-place dramatic shade glides on smoothly and evenly for lips that are more luminous and voluminous than ever before. Long-lasting  high-shine hues are infused with ingredients that nourish and fight free radicals while natural lip enhancers pump up with volume.,http://rcdn-4.fishpond.co.nz/0116/832/560/253306028/6.jpeg,lipstick
,NARS LARGER THAN LIFE LIP GLOSS In ODALISQUE 1321 (beige peach) FULL SIZE 0.19 oz. / 6 ml IN RETAIL BOX,NARS,712478332698,Nars Larger Than Life Lip Gloss In ODALISQUE (beige peach) Full Size 0.19 Oz. / 6 mL Brand New In Retail Box. Outrageously lustrous colour meets serious shine in this NARS gloss. Its stay-in-place dramatic shade glides on smoothly and evenly for lips that are more luminous and voluminous than ever before. Long-lasting  high-shine hues are infused with ingredients that nourish and fight free radicals while natural lip enhancers pump up with volume.,http://rcdn-2.fishpond.co.nz/0116/832/554/253305573/6.jpeg,lipstick
,LOT of 2 x NARS LARGER THAN LIFE LIP GLOSS In ODALISQUE 1321 (beige peach) FULL SIZE 0.19 oz. / 6 ml & IN RETAIL BOX - each,NARS,712478332704,This is a hydrating & high shine lip gloss. Features a fine texture that glides on evenly & smoothly. Provides intense long-lasting high-shine shade. Contains natural lip enhancers to pump up with volume. Hydrates lips & shields against free radical damage.,http://rcdn-4.fishpond.co.nz/0116/832/553/253306873/6.jpeg,lipstick
